game_id,club_id,own_goals,own_position,opponent_id,opponent_goals,opponent_position,home_result,away_result,home_total_market_value,home_key_players,away_total_market_value,away_key_players,home_position_to_goal,away_position_to_goal,home_win_h2h,away_win_h2h,draw_h2h,home_win_h2h_d,away_win_h2h_d,draw_h2h_d,home_home_win,away_away_win,home_last_5_game_win,home_last_5_game_lose,home_last_5_game_draw,away_last_5_game_win,away_last_5_game_lose,away_last_5_game_draw
4129504,3209,0,18.0,36,5,1.0,0,2.0,20575000.0,0.6,201450000.0,0.6,0.0,5.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.6,0.2,0.6,0.2,0.2
4129511,868,2,11.0,152,0,19.0,1,1.0,34675000.0,0.6,33225000.0,0.8,0.18181818181818182,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.4,0.2,0.0,0.8,0.2
4129509,589,1,12.0,6890,0,17.0,1,1.0,26975000.0,1.0,44200000.0,0.6,0.08333333333333333,0.0,1.0,2.4,0.6,0.0,0.0,1.0,0.4,0.2,0.4,0.6,0.0,0.0,0.6,0.4
4129508,6646,0,13.0,449,0,6.0,2,0.0,24825000.0,0.6,98875000.0,0.8,0.0,0.0,0.2,1.0,0.4,0.0,0.0,0.2,0.2,0.2,0.2,0.4,0.4,0.0,0.8,0.2
4129510,114,2,4.0,2832,0,16.0,1,1.0,138725000.0,0.2,22325000.0,0.6,0.5,0.0,1.0,0.6,0.4,0.0,0.0,1.0,0.8,0.2,0.6,0.4,0.0,0.2,0.8,0.0
4129515,141,2,1.0,10484,1,6.0,1,1.0,193625000.0,1.0,27925000.0,0.6,2.0,0.16666666666666666,3.0,1.2,0.6,0.0,0.0,3.0,0.6,0.4,0.8,0.2,0.0,0.4,0.6,0.0
4129516,152,2,19.0,7775,1,9.0,1,1.0,33225000.0,0.4,26750000.0,0.6,0.10526315789473684,0.1111111111111111,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.2,0.0,0.4,0.6
4129520,36,2,2.0,449,3,4.0,0,2.0,201450000.0,0.4,98875000.0,1.0,1.0,0.75,1.8,1.0,2.0,0.0,0.0,1.8,1.0,0.2,1.0,0.0,0.0,0.0,0.8,0.2
4129514,924,2,20.0,3209,4,17.0,0,2.0,7800000.0,1.0,20575000.0,0.6,0.1,0.23529411764705882,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.8,0.0,0.2,0.8,0.0
4129522,2293,1,16.0,6646,1,14.0,2,0.0,26500000.0,0.8,24825000.0,0.6,0.0625,0.07142857142857142,0.4,0.4,0.8,0.0,0.0,0.4,0.2,0.2,0.0,0.8,0.2,0.0,0.8,0.2
4129519,589,3,8.0,114,2,5.0,1,1.0,26975000.0,1.0,138725000.0,0.4,0.375,0.4,1.0,2.2,1.2,0.0,0.0,1.0,0.4,0.4,0.6,0.4,0.0,0.2,0.8,0.0
4129518,6890,3,18.0,868,3,12.0,2,0.0,44200000.0,1.0,34675000.0,0.6,0.16666666666666666,0.25,1.6,0.2,0.2,0.0,0.0,1.6,0.4,0.2,0.2,0.4,0.4,0.2,0.8,0.0
4129521,2381,1,10.0,3840,1,3.0,2,0.0,20125000.0,0.4,38625000.0,0.4,0.1,0.3333333333333333,0.2,0.6,0.4,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.4,0.0,0.8,0.2
4129517,2832,2,13.0,126,0,11.0,1,1.0,22325000.0,0.4,31275000.0,1.0,0.15384615384615385,0.0,1.0,0.6,0.0,0.0,0.0,1.0,0.4,0.4,0.6,0.4,0.0,0.2,0.8,0.0
4129513,3205,1,7.0,11282,0,15.0,1,1.0,29350000.0,0.8,25125000.0,0.8,0.14285714285714285,0.0,0.6,2.2,0.4,0.0,0.0,0.6,0.6,0.0,0.4,0.4,0.2,0.0,0.8,0.2
4126824,152,2,13.0,924,1,20.0,1,1.0,33225000.0,0.2,7800000.0,1.0,0.15384615384615385,0.05,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.6,0.2,0.0,0.8,0.2
